학교ID,학교명,전화번호,설립유형,학생수,학생수남,학생수여,교원수,교원수남,교원수여,공시연도
B000022742,달산초등학교,0517509908,단설,558,278,280,39,9,30,2025
B000022754,서울세명초등학교,0220400870,단설,635,329,306,50,4,46,2025
B000022762,서울공진초등학교,02-2223-2384,단설,1599,835,764,104,14,90,2025
B000022763,서울공항초등학교,,병설,1250,616,634,84,15,69,2025
B000022774,서울상현초등학교,02-826-9743,단설,561,272,289,50,6,44,2025
B000022832,인천한빛초등학교,032-471-6433,단설,923,491,432,54,17,37,2025
B000022849,녹동초등학교소록도분교장,,단설,10,4,6,7,4,3,2025
B000022876,목포백련초등학교,061-802-7105,단설,967,498,469,69,24,45,2025
B000022879,목포부주초등학교,061-260-2807,단설,728,382,346,51,19,32,2025
B000022891,봉동초등학교양화분교장,063-261-3302,단설,31,20,11,8,5,3,2025
B000022898,번암초등학교동화분교장,063-352-3567,병설,7,3,4,3,2,1,2025
B000022923,두마초등학교,042-841-8014,단설,331,169,162,31,7,24,2025
B000022926,용남초등학교,042-551-0058,단설,896,430,466,60,17,43,2025
B000022932,신도초등학교,042-841-2898,단설,320,176,144,28,4,24,2025
B000022933,엄사초등학교,042-841-4495,단설,301,145,156,25,9,16,2025
B000022935,금암초등학교,042-840-6776,단설,381,175,206,31,3,28,2025
B000022937,가야곡초등학교,041-741-1601,병설,28,18,10,11,3,8,2025
B000022942,강경황산초등학교,041-745-0273,단설,117,60,57,11,6,5,2025
B000022943,강경산양초등학교,,단설,43,27,16,13,5,8,2025
B000022944,강경중앙초등학교,,단설,35,16,19,12,2,10,2025
B000022946,논산동성초등학교,,단설,503,258,245,36,14,22,2025
B000022949,광석초등학교,041-733-0482,단설,63,28,35,15,4,11,2025
B000022950,왕전초등학교,041-732-8067,병설,54,32,22,10,1,9,2025
B000022953,노성초등학교,041-736-5010,단설,34,21,13,10,1,9,2025
B000022957,논산중앙초등학교,041-736-3022,단설,668,320,348,50,18,32,2025
B000022960,벌곡초등학교,041-733-9045,단설,53,31,22,12,2,10,2025
B000022961,감곡초등학교,041-733-7084,병설,15,7,8,9,1,8,2025
B000022962,부적초등학교,041-733-4104,단설,64,34,30,13,4,9,2025
B000022965,상월초등학교,041-732-4010,단설,42,23,19,15,3,12,2025
B000022966,성동초등학교,0417342662,단설,43,21,22,11,3,8,2025
B000022967,원봉초등학교,041-735-6083,단설,43,19,24,11,0,11,2025
B000022968,도산초등학교,041-733-5427,단설,75,45,30,12,9,3,2025
B000022972,논산부창초등학교,041-735-2870,단설,221,110,111,23,8,15,2025
B000022976,양촌초등학교,,단설,64,31,33,16,5,11,2025
B000022977,반곡초등학교,041-735-9404,단설,112,65,47,15,6,9,2025
B000022981,구자곡초등학교,041-742-4157,단설,79,34,45,13,3,10,2025
B000022984,연무초등학교,041-741-5295,단설,70,33,37,13,3,10,2025
B000022987,연무중앙초등학교,041-742-3309,병설,290,146,144,26,8,18,2025
B000022990,청동초등학교,041-735-0580,단설,52,30,22,13,3,10,2025
B000022991,백석초등학교,041-734-2434,단설,65,38,27,14,4,10,2025
B000022992,연산초등학교,041-734-2578,단설,63,37,26,16,2,14,2025
B000022994,은진초등학교,041-741-0164,단설,76,43,33,14,4,10,2025
B000022995,성덕초등학교,041-742-6242,병설,96,44,52,12,7,5,2025
B000022997,논산내동초등학교,041-734-7464,단설,989,519,470,65,14,51,2025
B000022999,채운초등학교,041-736-3374,단설,77,47,30,11,5,6,2025
B000023000,이화초등학교,041-742-2152,병설,54,23,31,12,3,9,2025
B000023043,동성초등학교,,단설,808,425,383,59,23,36,2025
B000023047,청원초등학교,043-210-0583,단설,712,357,355,56,13,43,2025
B000023053,충주교현초등학교,043-848-4693,단설,206,101,105,19,7,12,2025
B000023060,충주예성초등학교,,단설,105,63,42,13,6,7,2025
B000023062,감일초등학교,02-580-8694,단설,924,496,428,62,9,53,2025
B000023063,단샘초등학교,02-480-3500,단설,1276,622,654,72,9,63,2025
B000023066,신우초등학교,02-460-8009,병설,1484,739,745,82,16,66,2025
B000023070,미사초등학교,031-8026-0094,병설,830,436,394,59,6,53,2025
B000023072,미사중앙초등학교,031-8026-8671,단설,1420,736,684,84,11,73,2025
B000023073,망월초등학교,,단설,1401,715,686,87,8,79,2025
B000023076,윤슬초등학교,03180273274,단설,1210,634,576,77,8,69,2025
B000023079,미사강변초등학교,,단설,1212,597,615,78,8,70,2025
B000023083,한홀초등학교,031-8026-2008,단설,1228,595,633,77,11,66,2025
B000023084,청아초등학교,031-8027-7395,단설,1463,731,732,97,9,88,2025
B000023087,위례초등학교,02-2223-5573,병설,1590,778,812,97,11,86,2025
B000023089,위례숲초등학교,02-405-3694,단설,1525,751,774,86,15,71,2025
B000023234,배곧라온초등학교,,단설,1471,718,753,90,37,53,2025
B000023744,마루초등학교,031-375-1503,병설,,,,,,,2025
B000023745,가내초등학교,031-686-1602,단설,1160,592,568,74,15,59,2025
B000023746,평택이화초등학교,031-647-5002,병설,889,455,434,56,14,42,2025
B000023749,서산서남초등학교,0416715081,단설,1129,544,585,72,16,56,2025
B000023793,과천갈현초등학교,02-509-7470,병설,1119,544,575,67,5,62,2025
B000023803,의정부송산초등학교,031-951-3400,단설,1281,675,606,76,17,59,2025
B000023848,배곧해솔초등학교,031-8063-7804,단설,1317,674,643,82,17,65,2025
B000023856,금빛초등학교,055-920-8900,단설,,,,,,,2025
B000023942,황남초등학교,054-772-2011,단설,1502,758,744,86,32,54,2025
B000023972,달전초등학교,054-261-6836,단설,454,240,214,33,12,21,2025
B000023973,초곡초등학교,054-250-6806,단설,1108,569,539,81,24,57,2025
B000023974,초서초등학교,,단설,379,197,182,33,11,22,2025
B000023976,가재초등학교,031-611-4962,병설,,,,,,,2025
B000023977,탕정미래초등학교,041-538-9990,병설,758,392,366,52,11,41,2025
B000023978,김포금빛초등학교,031-999-8775,단설,1494,748,746,89,19,70,2025
B000023980,섬강초등학교,033-904-1295,단설,1277,617,660,92,24,68,2025
B000023981,샘마루초등학교,,단설,1400,699,701,96,31,65,2025
B000023982,운곡초등학교,054-437-5125,병설,844,457,387,56,14,42,2025
B000023989,솔샘초등학교,033-738-2394,병설,955,496,459,77,22,55,2025
B000023990,삼성현초등학교,053-816-0911,병설,878,448,430,57,23,34,2025
B000023997,세담초등학교,031-690-8383,단설,935,485,450,60,19,41,2025
B000023999,자란초등학교,,병설,499,270,229,34,8,26,2025
B000024002,배다리초등학교,031-8053-5772,단설,423,226,197,32,8,24,2025
B000024004,대덕초등학교,041-430-0192,단설,709,358,351,48,14,34,2025
B000024005,경산압량초등학교,053-740-1702,단설,1316,688,628,91,28,63,2025
B000024007,보성초등학교,041-338-2278,병설,781,404,377,54,12,42,2025
B000024008,양청초등학교,043-213-9052,병설,496,238,258,39,9,30,2025
B000024009,율곡초등학교,054-437-9485,단설,1032,534,498,72,23,49,2025
B000024011,농소초등학교,054-420-7701,단설,671,342,329,46,10,36,2025
B000024013,아산용연초등학교,041-541-7104,단설,547,287,260,39,11,28,2025
B000024015,평택청아초등학교,031-5182-0901,단설,905,479,426,57,28,29,2025
B000024022,버들초등학교,033-769-6790,단설,1055,535,520,77,20,57,2025
B000024028,해마루초등학교,054-473-2217,단설,1546,792,754,98,37,61,2025
B000024031,서울가재울초등학교,02-300-8600,단설,1564,793,771,103,3,100,2025
B000024033,대구강림초등학교,053-235-2184,단설,837,428,409,66,11,55,2025
B000024035,대구대실초등학교,053-235-2280,단설,1088,550,538,72,21,51,2025
B000024036,대구세천초등학교,053-235-2505,단설,1397,681,716,82,20,62,2025
B000024037,대구세현초등학교,053-233-5510,단설,1285,631,654,78,18,60,2025
B000024039,대구서동초등학교,053-233-5782,단설,1186,579,607,68,17,51,2025
B000024040,대구팔공초등학교,053-233-5210,단설,406,180,226,30,9,21,2025
B000024041,옥길산들초등학교,,병설,1682,868,814,101,18,83,2025
B000024042,옥길버들초등학교,070-7847-0007,단설,1113,581,532,70,16,54,2025
B000024043,대구용천초등학교,053-234-5640,단설,1714,884,830,83,8,75,2025
B000024044,대구한솔초등학교,053-234-5506,단설,759,373,386,49,11,38,2025
B000024045,신풍초등학교,031-214-1650,단설,1153,591,562,82,12,70,2025
B000024046,대구포산초등학교,053-233-5574,단설,906,463,443,60,16,44,2025
B000024047,대구비슬초등학교,053-235-2400,단설,987,524,463,71,12,59,2025
B000024048,대구테크노초등학교,,단설,459,228,231,35,13,22,2025
B000024049,대구유가초등학교,053-235-2585,단설,1569,801,768,90,22,68,2025
B000024050,다솔초등학교,031-8019-7820,단설,1142,571,571,72,7,65,2025
B000024051,대구한실초등학교,053-234-5890,단설,640,336,304,45,8,37,2025
B000024052,수원가온초등학교,031-297-2782,단설,1000,507,493,63,14,49,2025
B000024053,수원금호초등학교,031-8009-0951,단설,1529,794,735,92,15,77,2025
B000024054,대구삼영초등학교,053-233-4980,단설,548,293,255,44,16,28,2025
B000024055,대구사수초등학교,053-233-4810,단설,829,419,410,58,8,50,2025
B000024056,대구연경초등학교,053-233-5071,단설,765,400,365,51,9,42,2025
B000024061,평택모산초등학교,031-686-1402,단설,917,479,438,59,15,44,2025
B000024063,세아초등학교,031-650-2193,단설,663,342,321,47,11,36,2025
B000024064,평택영신초등학교,031-647-6215,병설,569,283,286,35,5,30,2025
B000024065,용죽초등학교,031-639-9607,단설,1700,856,844,94,15,79,2025
B000024066,현촌초등학교,031-617-8690,단설,1146,579,567,70,14,56,2025
B000024068,감계초등학교,,단설,1268,649,619,85,19,66,2025
B000024069,서울개포초등학교,02-6952-4093,단설,886,439,447,63,4,59,2025
B000024072,경북대학교사범대학부설초등학교,053-232-5805,부설,493,245,248,34,21,13,2025
B000024075,과천율목초등학교,0234189672,단설,460,220,240,37,9,28,2025
B000024076,관동초등학교,055-313-9612,병설,1535,771,764,95,18,77,2025
B000024077,대전선유초등학교,042-540-5181,단설,906,441,465,65,5,60,2025
B000024088,전주교육대학교군산부설초등학교,063-442-2189,부설,392,197,195,28,14,14,2025
B000024092,기성초등학교길헌분교장,042-585-4604,단설,7,5,2,4,3,1,2025
B000024093,김포호수초등학교,031-996-7420,단설,1300,649,651,79,18,61,2025
B000024099,삼현초등학교,031-830-2800,단설,1256,633,623,77,13,64,2025
B000024100,남명초등학교,051-2600-206,단설,759,371,388,47,11,36,2025
B000024101,진해냉천초등학교,055-715-1103,단설,999,488,511,69,5,64,2025
B000024102,서울어울초등학교,02-358-4923,단설,446,223,223,40,5,35,2025
B000024106,대구봉무초등학교,053-232-5710,단설,728,358,370,48,11,37,2025
B000024108,대구한샘초등학교,053-234-5283,단설,1068,550,518,64,10,54,2025
B000024109,대덕초등학교도룡분교장,042-864-0004,부속,64,27,37,10,0,10,2025
B000024110,회야초등학교,055-911-0702,단설,842,427,415,56,9,47,2025
B000024114,대전새미래초등학교,042-828-5607,병설,1000,523,477,64,3,61,2025
B000024118,은여울초등학교,031-980-1093,단설,1900,934,966,96,19,77,2025
B000024126,광양와우초등학교,061-913-1804,단설,388,203,185,26,10,16,2025
B000024127,김포구래초등학교,031-8049-2290,단설,971,487,484,63,9,54,2025
B000024128,나비초등학교,031-990-1097,단설,911,468,443,58,13,45,2025
B000024134,산현초등학교,031-8040-6590,단설,986,496,490,62,14,48,2025
B000024135,운흥초등학교,,단설,1218,613,605,76,21,55,2025
B000024138,무동초등학교,055-299-8958,단설,1167,591,576,76,18,58,2025
B000024140,구미문성초등학교,,단설,1431,741,690,84,38,46,2025
B000024144,서사초등학교,0529110002,단설,,,,,,,2025
B000024147,복산초등학교,052-245-1202,단설,714,364,350,50,8,42,2025
B000024150,마산고운초등학교,055-715-5402,단설,1467,760,707,92,16,76,2025
B000024151,창원한들초등학교,055-276-8319,단설,187,87,100,23,6,17,2025
B000024152,강동초등학교,052-295-9939,단설,1445,740,705,93,24,69,2025
B000024161,대전새여울초등학교,042-939-8506,단설,989,509,480,65,3,62,2025
B000024163,대전도솔초등학교,042-540-0114,단설,1226,626,600,75,8,67,2025
B000024167,성남화랑초등학교,031-703-8305,단설,497,249,248,38,6,32,2025
B000024172,평택대동초등학교,031-8053-0900,병설,734,354,380,47,8,39,2025
B000024177,송우초등학교,062-949-2507,단설,559,282,277,47,16,31,2025
B000024182,배곧누리초등학교,031-8063-2970,단설,772,393,379,55,15,40,2025
B000024183,배곧초등학교,031-8099-9793,단설,1452,741,711,88,24,64,2025
B000024189,진해신항초등학교,055-551-7017,병설,1189,618,571,83,23,60,2025
B000024194,양서초등학교,054-250-7673,병설,743,398,345,51,16,35,2025
B000024195,성남여수초등학교,031-757-6907,단설,665,335,330,42,3,39,2025
B000024196,빛가온초등학교,02-2169-1470,단설,1381,710,671,95,7,88,2025
B000024197,은하수초등학교,055-795-0381,단설,938,476,462,60,18,42,2025
B000024200,연현초등학교,031-474-0245,병설,487,259,228,35,5,30,2025
B000024205,서울강솔초등학교,02-2147-5709,단설,598,306,292,40,5,35,2025
B000024206,서울고현초등학교,02-427-9677,단설,1289,675,614,79,11,68,2025
B000024208,용소초등학교,,병설,1102,598,504,64,11,53,2025
B000024215,송정초등학교,,단설,730,358,372,49,9,40,2025
B000024219,연포초등학교,051-630-1009,단설,1227,621,606,74,17,57,2025
B000024222,녹산초등학교,051-979-1009,단설,1083,553,530,69,23,46,2025
B000024225,오송솔미초등학교,043-231-7922,단설,746,370,376,55,16,39,2025
B000024226,솔강초등학교,043-715-5922,단설,,,,,,,2025
B000024227,새만금초등학교,063-469-7605,병설,74,39,35,14,7,7,2025
B000024229,포항용산초등학교,0546133072,단설,369,202,167,30,12,18,2025
B000024231,신동초등학교,033-243-4303,단설,852,429,423,61,13,48,2025
B000024232,포항중앙초등학교,054-242-4990,단설,977,541,436,68,22,46,2025
B000024238,위례한빛초등학교,031-759-9673,단설,982,496,486,68,5,63,2025
B000024239,위례푸른초등학교,031-757-6517,단설,906,447,459,64,4,60,2025
B000024240,위례고운초등학교,031-751-9343,단설,584,285,299,43,9,34,2025
B000024241,위례중앙초등학교,031-759-9060,단설,455,226,229,36,6,30,2025
B000024242,중앙초등학교,043-257-7858,단설,1497,750,747,93,17,76,2025
B000024246,은빛초등학교,031-8085-7008,단설,1960,979,981,104,12,92,2025
B000024251,일로초등학교청망분교장,,부속,13,6,7,6,1,5,2025
B000024259,장학초등학교,033-245-7272,병설,633,339,294,52,14,38,2025
B000024261,시흥가온초등학교,031-364-1774,단설,1547,773,774,85,20,65,2025
B000024264,예하초등학교,055-754-9316,단설,451,223,228,39,17,22,2025
B000024270,생금초등학교,070-7016-3004,단설,342,174,168,29,10,19,2025
B000024277,진천상신초등학교,043-536-7382,단설,1304,683,621,89,33,56,2025
B000024278,옥동초등학교,043-531-6304,단설,1201,598,603,87,37,50,2025
B000024281,청수초등학교,,단설,1783,892,891,99,18,81,2025
B000024282,청주교육대학교부설초등학교,043-284-0865,부설,368,185,183,26,16,10,2025
B000024323,북면초등학교,055-717-5507,병설,1181,580,601,74,21,53,2025
B000024358,진영중앙초등학교,055-723-3403,단설,1259,649,610,85,26,59,2025
B000024365,군산월명초등학교,063-472-3002,단설,659,338,321,45,14,31,2025
B000024367,주촌초등학교,055-329-1329,단설,1672,874,798,93,45,48,2025
B000024375,가촌초등학교,055-785-2601,단설,1396,708,688,89,23,66,2025
B000024377,가남초등학교,055-372-7129,단설,1095,566,529,76,25,51,2025
B000024378,신주초등학교,055-781-1242,단설,748,382,366,47,10,37,2025
B000024383,가양초등학교,055-367-7442,단설,1557,817,740,103,38,65,2025
B000024384,증산초등학교,055-781-2357,단설,1521,771,750,96,22,74,2025
B000024392,어곡초등학교,,단설,147,73,74,16,6,10,2025
B000024393,장재초등학교,055-759-4437,단설,1244,689,555,75,12,63,2025
B000024396,철성초등학교,055-674-8114,단설,68,33,35,12,5,7,2025
B000024400,청주내곡초등학교,043-280-5600,단설,1517,768,749,92,22,70,2025
B000024401,서진초등학교,055-790-9402,단설,597,311,286,45,6,39,2025
B000024402,수정초등학교,055-743-4966,단설,1001,458,543,68,13,55,2025
B000024403,하늘빛초등학교,031-996-7064,단설,1396,710,686,78,9,69,2025
B000024412,갈전초등학교,055-756-1931,단설,865,447,418,61,11,50,2025
B000024413,충무공초등학교,055-755-0021,단설,1550,770,780,91,20,71,2025
B000024414,무지개초등학교,055-753-9311,단설,1067,560,507,74,10,64,2025
B000024415,대구새론초등학교,,단설,956,465,491,61,7,54,2025
B000024417,현동초등학교,055-221-1551,단설,1217,632,585,86,22,64,2025
B000024421,화순오성초등학교,,단설,229,108,121,24,14,10,2025
B000024422,화정초등학교,051-330-4106,단설,703,360,343,46,13,33,2025
B000024477,홍북초등학교,0416329027,병설,660,322,338,42,7,35,2025
B000024506,서울우솔초등학교,02-3463-9066,단설,411,211,200,32,4,28,2025
B000024533,여수송현초등학교,,단설,939,463,476,64,17,47,2025
B000024536,예울초등학교,061-640-0507,단설,653,340,313,44,15,29,2025
B000024542,지축초등학교,02-381-3915,단설,1409,719,690,91,17,74,2025
B000024555,오션초등학교,051-220-7200,단설,1026,537,489,65,14,51,2025
B000024561,라온초등학교,,단설,901,459,442,63,17,46,2025
B000024563,한아름초등학교,061-339-9605,단설,612,316,296,46,17,29,2025
B000024575,삼화초등학교,064-750-3405,단설,612,319,293,44,9,35,2025
B000024576,도련초등학교,064-754-9500,단설,1067,547,520,67,15,52,2025
B000024585,모전초등학교,051-720-6794,병설,1472,743,729,92,19,73,2025
B000024604,학성초등학교,033-737-1400,단설,568,297,271,46,11,35,2025
B000024619,순천인안초등학교,061-741-1821,단설,76,42,34,12,5,7,2025
B000024638,대양초등학교,,,1027,529,498,66,27,39,2025
